GeneUID	ProteinSeqLength	NoCysIUPredMeanISD	SequenceUID	Phylostratum	GeneFamilyPhylostratum	GeneFamilyNumber	Stickiness	Hubness	HydrophobicDispersionBlock6	ConglomerateFamilyDesignationIncludingDubious	ExcludedAsDubious	ExcludedAsScerevisiaeSpecific	ExcludedAsUnclassified	CarvunisConservationLevels	GenesUsedByCarvunis	Skudriavzevii	GeneFamilyPhyloTaxonomicGroup	TangoHexamerAPRNum	TangoPentamerAPRNum	WaltzHexamerAPRNum	WaltzPentamerAPRNum	TangoHexamerNumAAInAPRs	TangoPentamerNumAAInAPRs	WaltzHexamerNumAAInAPRs	WaltzPentamerNumAAInAPRs	TangoHexamerAPRDensity	TangoPentamerAPRDensity	WaltzHexamerAPRDensity	WaltzPentamerAPRDensity	TangoHexamerAAInAPRsDensity	TangoPentamerAAInAPRsDensity	WaltzHexamerAAInAPRsDensity	WaltzPentamerAAInAPRsDensity
YDL187C	109	0.0759	830	10	10	31	0	0	1.2326132072	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	2	2	2	2	31	31	31	31	0.01926605500000	0.01926605500000	0.01926605500000	0.01926605500000	0.28899082500000	0.28899082500000	0.28899082500000	0.28899082500000
YDL186W	277	0.5169	831	8	8	4150	4	0	0.9631622839	A	0	0	0	4	1	0	Saccharomycetales	0	0	1	1	0	0	6	6	0.00036101000000	0.00036101000000	0.00397111900000	0.00397111900000	0.00180505400000	0.00180505400000	0.02346570300000	0.02346570300000
YDL185C-A	75	0.0159	832	10	10	990	0	0	1.1679653680	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	3	3	3	3	24	24	29	29	0.04133333300000	0.04133333300000	0.04133333300000	0.04133333300000	0.32666666600000	0.32666666600000	0.39333333300000	0.39333333300000
YDL185W	1071	0.2690	833	1	1	1219	3	10	0.7662543335	A	0	0	0	10	1	0	Cellular_Organisms	12	17	11	12	101	126	95	100	0.01129785200000	0.01596638600000	0.01036414500000	0.01129785200000	0.09477124100000	0.11811391200000	0.08916900000000	0.09383753500000
YDL184C	25	0.9714	834	0	0	2195	1	0	0.5658730159	A	0	0	0		0	0		0	0	0	0	0	0	0	0	0.00400000000000	0.00400000000000	0.00400000000000	0.00400000000000	0.02000000000000	0.02000000000000	0.02000000000000	0.02000000000000
YDL183C	320	0.1959	835	4	4	2485	1	0	1.0276218882	A	0	0	0	9	1	0	Fungi	1	2	6	6	7	12	45	45	0.00343750000000	0.00656250000000	0.01906250000000	0.01906250000000	0.02343750000000	0.03906250000000	0.14218750000000	0.14218750000000
YDL182W	428	0.2263	836	1	1	2623	0	1	0.7041277516	A	0	0	0	10	1	0	Cellular_Organisms	3	3	4	6	26	26	32	42	0.00724299000000	0.00724299000000	0.00957943900000	0.01425233600000	0.06191588700000	0.06191588700000	0.07593457900000	0.09929906500000
YDL181W	85	0.5465	837	3	3	2455	6	0	0.7361641957	AN	0	0	0	10	1	0	Opisthokonta	0	0	0	0	0	0	0	0	0.00117647000000	0.00117647000000	0.00117647000000	0.00117647000000	0.00588235200000	0.00588235200000	0.00588235200000	0.00588235200000
YDL180W	547	0.2038	838	8	8	2921	3	0	1.2849691517	A	0	0	0	6	1	0	Saccharomycetales	12	14	7	8	145	155	156	161	0.02212065800000	0.02577696500000	0.01297989000000	0.01480804300000	0.26599634300000	0.28427787900000	0.28610603200000	0.29524680000000
YDL179W	304	0.2941	839	2	2	1482	3	0	0.6913173872	A	0	0	0	10	1	0	Eukaryota	3	4	3	3	30	35	19	19	0.01019736800000	0.01348684200000	0.01019736800000	0.01019736800000	0.10032894700000	0.11677631500000	0.06414473600000	0.06414473600000
YDL178W	530	0.2197	840	1	1	4811	2	0	0.7142805664	A	0	0	0	10	1	0	Cellular_Organisms	4	6	6	6	33	43	63	63	0.00773584900000	0.01150943300000	0.01150943300000	0.01150943300000	0.06320754700000	0.08207547100000	0.11981132000000	0.11981132000000
YDL177C	170	0.4863	841	1	1	1775	1	0	1.2122479273	A	0	0	0	10	1	0	Cellular_Organisms	1	2	1	1	11	16	16	16	0.00647058800000	0.01235294100000	0.00647058800000	0.00647058800000	0.06764705800000	0.09705882300000	0.09705882300000	0.09705882300000
YDL176W	708	0.2065	842	9	9	974	1	1	0.9491446168	A	0	0	0	6	1	0	Saccharomycetaceae	10	14	11	11	81	101	112	112	0.01426553600000	0.01991525400000	0.01567796600000	0.01567796600000	0.11511299400000	0.14336158100000	0.15889830500000	0.15889830500000
YDL175C	344	0.6845	843	2	2	216	6	6	0.9334035382	A	0	0	0	10	1	0	Eukaryota	0	1	1	1	0	5	9	9	0.00029069700000	0.00319767400000	0.00319767400000	0.00319767400000	0.00145348800000	0.01598837200000	0.02761627900000	0.02761627900000
YDL174C	587	0.3376	844	1	1	5156	0	0	1.0065945040	A	0	0	0	10	1	0	Cellular_Organisms	5	6	3	3	41	46	25	25	0.00868824500000	0.01039182200000	0.00528109000000	0.00528109000000	0.07069846600000	0.07921635400000	0.04344122600000	0.04344122600000
YDL173W	295	0.6577	845	8	8	3930	5	0	0.9056144785	A	0	0	0	7	1	0	Saccharomycetales	1	1	2	3	6	6	17	22	0.00372881300000	0.00372881300000	0.00711864400000	0.01050847400000	0.02203389800000	0.02203389800000	0.05932203300000	0.07627118600000
YDL172C	159	0.0135	846	10	10	3326	0	0	1.0416145234	A	0	0	0		0	0	Saccharomyces_cerevisiae	7	7	5	5	55	55	48	48	0.04465408800000	0.04465408800000	0.03207547100000	0.03207547100000	0.34905660300000	0.34905660300000	0.30503144600000	0.30503144600000
YDL171C	2145	0.2711	847	1	1	2795	0	2	0.8046969727	A	0	0	0	10	1	0	Cellular_Organisms	20	28	19	20	172	212	151	156	0.00937062900000	0.01310023300000	0.00890442800000	0.00937062900000	0.08041958000000	0.09906759900000	0.07062937000000	0.07296037200000
YDL170W	528	0.1528	848	4	4	2155	0	0	1.0828029263	A	0	0	0	10	1	0	Fungi	10	10	11	11	103	103	116	116	0.01912878700000	0.01912878700000	0.02102272700000	0.02102272700000	0.19602272700000	0.19602272700000	0.22064393900000	0.22064393900000
YDL169C	223	0.5242	849	8	8	914	2	0	1.0828504672	A	0	0	0	6	1	0	Saccharomycetales	1	1	1	1	13	13	15	15	0.00493273500000	0.00493273500000	0.00493273500000	0.00493273500000	0.06053811600000	0.06053811600000	0.06950672600000	0.06950672600000
YDL168W	386	0.2777	850	1	1	316	1	0	0.6279783708	A	0	0	0	10	1	0	Cellular_Organisms	5	5	6	6	44	44	39	39	0.01321243500000	0.01321243500000	0.01580310800000	0.01580310800000	0.11528497400000	0.11528497400000	0.10233160600000	0.10233160600000
YDL167C	719	0.5164	851	2	2	1677	3	0	1.0719014459	A	0	0	0	10	1	0	Eukaryota	4	7	10	10	34	49	102	102	0.00570236400000	0.00987482600000	0.01404728700000	0.01404728700000	0.04798331000000	0.06884561800000	0.14255910900000	0.14255910900000
YDL166C	197	0.3757	852	1	1	2223	4	1	1.3932947073	A	0	0	0	10	1	0	Cellular_Organisms	2	4	2	2	18	28	13	13	0.01065989800000	0.02081218200000	0.01065989800000	0.01065989800000	0.09390862900000	0.14467005000000	0.06852791800000	0.06852791800000
YDL165W	191	0.2177	853	2	2	86	22	3	0.8085720492	A	0	0	0	10	1	0	Eukaryota	2	3	2	3	15	20	16	21	0.01099476400000	0.01623036600000	0.01099476400000	0.01623036600000	0.08115183200000	0.10732984200000	0.08638743400000	0.11256544500000
YDL164C	755	0.3389	854	1	1	694	6	0	0.9336463067	A	0	0	0	10	1	0	Cellular_Organisms	5	6	4	5	43	48	36	41	0.00675496600000	0.00807947000000	0.00543046300000	0.00675496600000	0.05761589400000	0.06423841000000	0.04834437000000	0.05496688700000
YDL163W	100	0.1994	855	10	10	4670	0	0	1.0684072872	A	0	0	0		0	0	Saccharomyces_cerevisiae	3	3	1	1	35	35	11	11	0.03100000000000	0.03100000000000	0.01100000000000	0.01100000000000	0.35500000000000	0.35500000000000	0.11500000000000	0.11500000000000
YDL162C	118	0.1510	856	10	10	5254	0	0	1.4759834432	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	3	3	1	1	30	30	15	15	0.02627118600000	0.02627118600000	0.00932203300000	0.00932203300000	0.25847457600000	0.25847457600000	0.13135593200000	0.13135593200000
YDL161W	454	0.5509	857	2	2	3248	9	1	0.9419337259	A	0	0	0	10	1	0	Eukaryota	1	4	2	2	14	29	14	14	0.00242290700000	0.00903083700000	0.00462555000000	0.00462555000000	0.03193832500000	0.06497797300000	0.03193832500000	0.03193832500000
YDL160C-A	80	0.2494	858	7	7	2435	0	0	1.3367227696	A	0	0	0	6	1	0	Saccharomyceta	1	1	1	1	7	7	11	11	0.01375000000000	0.01375000000000	0.01375000000000	0.01375000000000	0.09375000000000	0.09375000000000	0.14375000000000	0.14375000000000
YDL160C	506	0.3215	859	1	1	474	14	12	0.9313624295	A	0	0	0	10	1	0	Cellular_Organisms	6	7	6	6	45	50	46	46	0.01205533500000	0.01403162000000	0.01205533500000	0.01205533500000	0.08992094800000	0.09980237100000	0.09189723300000	0.09189723300000
YDL159W-A	43	0.0072	860	10	10	1262	0	0	0.3106060606	A	0	1	0	4	1	0	Saccharomyces_cerevisiae	1	1	2	2	7	7	24	24	0.02558139500000	0.02558139500000	0.04883720900000	0.04883720900000	0.17441860400000	0.17441860400000	0.56976744100000	0.56976744100000
YDL159W	515	0.3491	861	1	1	5149	6	1	0.8305952220	A	0	0	0	10	1	0	Cellular_Organisms	5	7	5	5	37	47	61	61	0.00990291200000	0.01378640700000	0.00990291200000	0.00990291200000	0.07281553300000	0.09223300900000	0.11941747500000	0.11941747500000
YDL159C-B	58	0.0371	862	10	10	2013	0	0	1.3537844828	A	0	0	0		0	0	Saccharomyces_cerevisiae	2	2	2	2	31	31	13	13	0.03620689600000	0.03620689600000	0.03620689600000	0.03620689600000	0.54310344800000	0.54310344800000	0.23275862000000	0.23275862000000
YDL158C	102	0.0041	863	10	10	1448	0	0	1.1787229938	A	1	0	0	2	1	0	Saccharomyces_cerevisiae	3	4	3	3	50	55	50	50	0.03039215600000	0.04019607800000	0.03039215600000	0.03039215600000	0.49509803900000	0.54411764700000	0.49509803900000	0.49509803900000
YDL157C	118	0.2888	864	8	8	2047	1	0	1.2907204537	A	0	0	0	7	1	0	Saccharomycetales	2	3	1	1	19	24	10	10	0.01779661000000	0.02627118600000	0.00932203300000	0.00932203300000	0.16525423700000	0.20762711800000	0.08898305000000	0.08898305000000
YDL156W	522	0.3780	865	1	1	276	2	3	0.7560213773	A	0	0	0	10	1	0	Cellular_Organisms	4	6	3	3	26	36	19	19	0.00785440600000	0.01168582300000	0.00593869700000	0.00593869700000	0.05076628300000	0.06992337100000	0.03735632100000	0.03735632100000
YDL155W	427	0.2990	866	2	2	4019	7	8	1.0166394915	A	0	0	0	10	1	0	Eukaryota	5	8	8	8	44	59	75	75	0.01194379300000	0.01896955500000	0.01896955500000	0.01896955500000	0.10421545600000	0.13934426200000	0.17681498800000	0.17681498800000
YDL154W	901	0.1758	867	1	1	4592	10	0	0.8580844698	A	0	0	0	10	1	0	Cellular_Organisms	14	17	19	19	121	136	159	159	0.01564927800000	0.01897891200000	0.02119866800000	0.02119866800000	0.13485016600000	0.15149833500000	0.17702552700000	0.17702552700000
YDL153C	610	0.6295	868	2	2	5050	37	1	0.7744420360	A	0	0	0	10	1	0	Eukaryota	1	2	1	1	18	23	6	6	0.00180327800000	0.00344262200000	0.00180327800000	0.00180327800000	0.03032786800000	0.03852459000000	0.01065573700000	0.01065573700000
YDL152W	121	0.0811	869	10	10	3169	0	0	1.7232669411	A	1	0	0	3	1	0	Saccharomyces_cerevisiae	1	5	4	4	13	33	47	47	0.00909090900000	0.04214876000000	0.03388429700000	0.03388429700000	0.11157024700000	0.27685950400000	0.39256198300000	0.39256198300000
YDL151C	193	0.1114	870	10	10	3747	0	0	1.2095549654	A	0	0	0		0	0	Saccharomyces_cerevisiae	5	6	5	5	41	46	49	49	0.02642487000000	0.03160621700000	0.02642487000000	0.02642487000000	0.21502590600000	0.24093264200000	0.25647668300000	0.25647668300000
YDL150W	422	0.6077	871	2	2	3371	3	16	0.9132059493	A	0	0	0	10	1	0	Eukaryota	1	2	1	1	6	11	6	6	0.00260663500000	0.00497630300000	0.00260663500000	0.00260663500000	0.01540284300000	0.02725118400000	0.01540284300000	0.01540284300000
YDL149W	997	0.3318	872	2	2	3951	9	1	1.2003998282	A	0	0	0	10	1	0	Eukaryota	10	14	16	16	131	151	209	209	0.01013039100000	0.01414242700000	0.01614844500000	0.01614844500000	0.13189568700000	0.15195586700000	0.21013039100000	0.21013039100000
YDL148C	810	0.4436	873	2	2	4364	2	32	1.1212153518	A	0	0	0	10	1	0	Eukaryota	8	9	5	5	72	77	89	89	0.01000000000000	0.01123456700000	0.00629629600000	0.00629629600000	0.08950617200000	0.09567901200000	0.11049382700000	0.11049382700000
YDL147W	445	0.1903	874	2	2	4857	14	34	0.8354932696	A	0	0	0	10	1	0	Eukaryota	4	6	6	6	44	54	57	57	0.00921348300000	0.01370786500000	0.01370786500000	0.01370786500000	0.10000000000000	0.12247191000000	0.12921348300000	0.12921348300000
YDL146W	491	0.2185	875	2	2	3868	5	0	1.2309931622	A	0	0	0	10	1	0	Eukaryota	9	13	10	10	94	114	95	95	0.01853360400000	0.02668024400000	0.02057026400000	0.02057026400000	0.19246435800000	0.23319755600000	0.19450101800000	0.19450101800000
YDL145C	1201	0.2352	876	1	1	3474	5	10	0.7511131847	A	0	0	0	10	1	0	Cellular_Organisms	15	25	24	24	122	172	189	189	0.01257285500000	0.02089925000000	0.02006661100000	0.02006661100000	0.10199833400000	0.14363030800000	0.15778517900000	0.15778517900000
YDL144C	356	0.1804	877	1	1	1963	3	0	0.8247674657	A	0	0	0	9	1	0	Cellular_Organisms	5	7	4	5	51	61	38	43	0.01432584200000	0.01994382000000	0.01151685300000	0.01432584200000	0.14466292100000	0.17275280800000	0.10814606700000	0.12219101100000
YDL143W	528	0.2643	878	1	1	2648	1	6	0.8060231017	A	0	0	0	10	1	0	Cellular_Organisms	5	6	4	5	47	52	40	45	0.00965909000000	0.01155303000000	0.00776515100000	0.00965909000000	0.08996212100000	0.09943181800000	0.07670454500000	0.08617424200000
YDL142C	283	0.0758	879	1	1	430	0	0	1.1361560801	A	0	0	0	10	1	0	Cellular_Organisms	7	7	8	8	88	88	68	68	0.02508833900000	0.02508833900000	0.02862190800000	0.02862190800000	0.31272084800000	0.31272084800000	0.24204946900000	0.24204946900000
YDL141W	690	0.2366	880	1	1	998	1	0	0.8930307795	A	0	0	0	10	1	0	Cellular_Organisms	7	9	13	13	69	79	148	148	0.01028985500000	0.01318840500000	0.01898550700000	0.01898550700000	0.10072463700000	0.11521739100000	0.21521739100000	0.21521739100000
YDL140C	1733	0.3643	881	1	1	4808	19	27	1.0618768709	A	0	0	0	10	1	0	Cellular_Organisms	11	19	12	13	78	118	91	96	0.00640507700000	0.01102135000000	0.00698211100000	0.00755914500000	0.04529717200000	0.06837853400000	0.05279861500000	0.05568378500000
YDL139C	223	0.5598	882	8	8	269	14	0	0.9420050198	A	0	0	0	7	1	0	Saccharomycetales	0	1	0	1	0	5	0	5	0.00044843000000	0.00493273500000	0.00044843000000	0.00493273500000	0.00224215200000	0.02466367700000	0.00224215200000	0.02466367700000
YDL138W	763	0.2348	883	1	1	1049	14	0	1.2021897218	A	0	0	0	10	1	0	Cellular_Organisms	14	15	19	19	222	227	218	218	0.01847968500000	0.01979030100000	0.02503276500000	0.02503276500000	0.29161205700000	0.29816513700000	0.28636959300000	0.28636959300000
YDL137W	181	0.1652	884	1	1	4458	3	1	1.0375115592	A	0	0	0	10	1	0	Cellular_Organisms	4	4	3	3	25	25	23	23	0.02265193300000	0.02265193300000	0.01712707100000	0.01712707100000	0.14088397700000	0.14088397700000	0.12983425400000	0.12983425400000
YDL136W	120	0.3750	885	1	1	1584	0	0	0.7096188748	A	0	0	0	10	1	0	Cellular_Organisms	1	1	0	0	8	8	0	0	0.00916666600000	0.00916666600000	0.00083333300000	0.00083333300000	0.07083333300000	0.07083333300000	0.00416666600000	0.00416666600000
YDL135C	202	0.2772	886	2	2	3808	2	0	0.8675313835	A	0	0	0	10	1	0	Eukaryota	0	3	1	1	0	15	8	8	0.00049504900000	0.01534653400000	0.00544554400000	0.00544554400000	0.00247524700000	0.07673267300000	0.04207920700000	0.04207920700000
YDL134C	369	0.3459	887	1	1	144	6	9	0.8451036924	A	0	0	0	10	1	0	Cellular_Organisms	3	5	5	5	21	31	36	36	0.00840108400000	0.01382113800000	0.01382113800000	0.01382113800000	0.05826558200000	0.08536585300000	0.09891598900000	0.09891598900000
YDL133C-A	25	0.9714	888	0	0	5368	0	0	0.5658730159	A	0	0	0		0	0		0	0	0	0	0	0	0	0	0.00400000000000	0.00400000000000	0.00400000000000	0.00400000000000	0.02000000000000	0.02000000000000	0.02000000000000	0.02000000000000
YDL133W	437	0.3138	889	5	5	153	6	0	1.2792575125	A	0	0	0	9	1	0	Dikarya	5	6	6	6	75	80	76	76	0.01167048000000	0.01395881000000	0.01395881000000	0.01395881000000	0.17276887800000	0.18421052600000	0.17505720800000	0.17505720800000
YDL132W	815	0.2101	890	2	2	745	15	8	0.8951199844	A	0	0	0	10	1	0	Eukaryota	10	13	18	19	88	103	164	169	0.01239263800000	0.01607361900000	0.02220858800000	0.02343558200000	0.10858895700000	0.12699386500000	0.20184049000000	0.20797546000000
YDL131W	440	0.2497	891	1	1	2623	3	2	0.6621338274	A	0	0	0	10	1	0	Cellular_Organisms	3	3	4	6	26	26	29	39	0.00704545400000	0.00704545400000	0.00931818100000	0.01386363600000	0.06022727200000	0.06022727200000	0.06704545400000	0.08977272700000
YDL130W-A	86	0.5450	892	5	3	2455	0	0	1.0105962181	AN	0	0	0	10	1	0	Opisthokonta	0	0	0	0	0	0	0	0	0.00116279000000	0.00116279000000	0.00116279000000	0.00116279000000	0.00581395300000	0.00581395300000	0.00581395300000	0.00581395300000
YDL130W	106	0.3298	893	2	2	3718	17	0	1.3742707214	A	0	0	0	10	1	0	Eukaryota	1	2	3	3	11	16	25	25	0.01037735800000	0.01981132000000	0.02924528300000	0.02924528300000	0.10849056600000	0.15566037700000	0.24056603700000	0.24056603700000
YDL129W	291	0.5940	894	8	8	1154	4	0	1.0405441266	A	0	0	0	6	1	0	Saccharomycetales	2	2	2	2	12	12	16	16	0.00721649400000	0.00721649400000	0.00721649400000	0.00721649400000	0.04295532600000	0.04295532600000	0.05670103000000	0.05670103000000
YDL128W	411	0.0597	895	1	1	567	1	0	1.2138039628	A	0	0	0	10	1	0	Cellular_Organisms	13	15	14	14	162	172	142	142	0.03187347900000	0.03673965900000	0.03430656900000	0.03430656900000	0.39537712800000	0.41970802900000	0.34671532800000	0.34671532800000
YDL127W	308	0.2983	896	2	2	1482	5	0	0.6807351482	A	0	0	0	10	1	0	Eukaryota	2	4	3	3	18	28	21	21	0.00681818100000	0.01331168800000	0.01006493500000	0.01006493500000	0.06006493500000	0.09253246700000	0.06980519400000	0.06980519400000
YDL126C	835	0.3623	897	1	1	3421	19	18	0.9162209706	A	0	0	0	10	1	0	Cellular_Organisms	6	11	11	11	41	66	84	84	0.00730538900000	0.01329341300000	0.01329341300000	0.01329341300000	0.04970059800000	0.07964071800000	0.10119760400000	0.10119760400000
YDL125C	158	0.2091	898	1	1	2841	4	0	0.7744017023	A	0	0	0	10	1	0	Cellular_Organisms	1	2	1	1	6	11	9	9	0.00696202500000	0.01329113900000	0.00696202500000	0.00696202500000	0.04113924000000	0.07278481000000	0.06012658200000	0.06012658200000
YDL124W	312	0.2029	899	1	1	2125	0	0	0.7578012105	A	0	0	0	10	1	0	Cellular_Organisms	2	4	9	9	12	22	64	64	0.00673076900000	0.01314102500000	0.02916666600000	0.02916666600000	0.04006410200000	0.07211538400000	0.20673076900000	0.20673076900000
YDL123W	140	0.3244	900	4	4	4393	6	1	1.6966141002	A	0	0	0	8	1	0	Fungi	3	4	3	3	32	37	34	34	0.02214285700000	0.02928571400000	0.02214285700000	0.02214285700000	0.23214285700000	0.26785714200000	0.24642857100000	0.24642857100000
YDL122W	809	0.4450	901	2	2	939	2	0	0.9990360314	A	0	0	0	10	1	0	Eukaryota	5	7	10	10	43	53	95	95	0.00630407900000	0.00877626600000	0.01248454800000	0.01248454800000	0.05377008600000	0.06613102500000	0.11804697100000	0.11804697100000
YDL121C	149	0.3119	902	9	9	5209	2	0	1.8257979984	A	0	0	0	6	1	0	Saccharomycetaceae	1	1	1	1	17	17	28	28	0.00738255000000	0.00738255000000	0.00738255000000	0.00738255000000	0.11744966400000	0.11744966400000	0.19127516700000	0.19127516700000
YDL120W	174	0.3603	903	1	1	4597	4	0	0.6992771573	A	0	0	0	10	1	0	Cellular_Organisms	1	1	1	1	7	7	8	8	0.00632183900000	0.00632183900000	0.00632183900000	0.00632183900000	0.04310344800000	0.04310344800000	0.04885057400000	0.04885057400000
YDL119C	307	0.1506	904	2	2	4000	0	0	0.8224107143	A	0	0	0	10	1	0	Eukaryota	6	9	4	4	48	63	33	33	0.01986970600000	0.02964169300000	0.01335504800000	0.01335504800000	0.15798045600000	0.20684039000000	0.10912052100000	0.10912052100000
YDL118W	126	0.0712	905	10	10	2764	0	0	1.4146567718	A	0	1	0	2	1	0	Saccharomyces_cerevisiae	4	4	3	3	46	46	29	29	0.03253968200000	0.03253968200000	0.02460317400000	0.02460317400000	0.36904761900000	0.36904761900000	0.23412698400000	0.23412698400000
YDL117W	885	0.3497	906	1	1	2118	15	1	1.0231861208	A	0	0	0	10	1	0	Cellular_Organisms	7	9	9	9	49	59	68	68	0.00802259800000	0.01028248500000	0.01028248500000	0.01028248500000	0.05593220300000	0.06723163800000	0.07740112900000	0.07740112900000
YDL116W	726	0.1552	907	2	2	1537	21	22	0.8535491475	A	0	0	0	9	1	0	Eukaryota	10	13	10	10	97	112	103	103	0.01391184500000	0.01804407700000	0.01391184500000	0.01391184500000	0.13429752000000	0.15495867700000	0.14256198300000	0.14256198300000
YDL115C	353	0.5264	908	4	4	1060	1	11	1.1170926934	A	0	0	0	10	1	0	Fungi	1	2	1	1	6	11	7	7	0.00311614700000	0.00594900800000	0.00311614700000	0.00311614700000	0.01841359700000	0.03257790300000	0.02124645800000	0.02124645800000
YDL114W-A	37	0.0631	909	10	10	5095	0	0	0.5626330192	A	1	0	0	4	1	0	Saccharomyces_cerevisiae	1	1	2	2	7	7	21	21	0.02972972900000	0.02972972900000	0.05675675600000	0.05675675600000	0.20270270200000	0.20270270200000	0.58108108100000	0.58108108100000
YDL114W	308	0.1866	910	1	1	2187	4	0	0.7954991341	A	0	0	0	10	1	0	Cellular_Organisms	3	5	7	7	24	34	70	70	0.01006493500000	0.01655844100000	0.02305194800000	0.02305194800000	0.07954545400000	0.11201298700000	0.22889610300000	0.22889610300000
YDL113C	640	0.4704	911	2	2	323	12	0	0.9096223093	AN	0	0	0	10	1	0	Eukaryota	2	3	3	3	17	22	27	27	0.00328125000000	0.00484375000000	0.00484375000000	0.00484375000000	0.02734375000000	0.03515625000000	0.04296875000000	0.04296875000000
YDL112W	1436	0.1053	912	1	1	1166	1	3	0.9495214113	A	0	0	0	7	1	0	Cellular_Organisms	29	34	23	24	297	322	233	238	0.02026462300000	0.02374651800000	0.01608635000000	0.01678272900000	0.20717270100000	0.22458217200000	0.16260445600000	0.16608635000000
YDL111C	265	0.1540	913	1	1	229	1	14	0.8781715146	A	0	0	0	10	1	0	Cellular_Organisms	4	7	3	3	48	63	31	31	0.01547169800000	0.02679245200000	0.01169811300000	0.01169811300000	0.18301886700000	0.23962264100000	0.11886792400000	0.11886792400000
YDL110C	150	0.5163	914	7	7	2395	4	0	0.7513553376	A	0	0	0	6	1	0	Saccharomyceta	0	0	1	1	0	0	6	6	0.00066666600000	0.00066666600000	0.00733333300000	0.00733333300000	0.00333333300000	0.00333333300000	0.04333333300000	0.04333333300000
YDL109C	647	0.2301	915	2	2	688	0	0	0.8729133394	A	0	0	0	10	1	0	Eukaryota	6	15	9	9	58	103	73	73	0.00942812900000	0.02333848500000	0.01406491400000	0.01406491400000	0.09041731000000	0.15996908800000	0.11360123600000	0.11360123600000
YDL108W	306	0.1671	916	1	1	2940	8	3	0.9370701612	A	0	0	0	10	1	0	Cellular_Organisms	3	4	5	5	29	34	43	43	0.01013071800000	0.01339869200000	0.01666666600000	0.01666666600000	0.09640522800000	0.11274509800000	0.14215686200000	0.14215686200000
YDL107W	351	0.1374	917	8	8	3335	0	0	0.8207217830	A	0	0	0	7	1	0	Saccharomycetales	4	10	5	5	34	64	39	39	0.01168091100000	0.02877492800000	0.01452991400000	0.01452991400000	0.09829059800000	0.18376068300000	0.11253561200000	0.11253561200000
YDL106C	559	0.5942	918	2	2	4113	6	0	1.1503490611	A	0	0	0	10	1	0	Eukaryota	3	4	7	7	23	28	58	58	0.00554561700000	0.00733452500000	0.01270125200000	0.01270125200000	0.04203935500000	0.05098389900000	0.10465116200000	0.10465116200000
YDL105W	402	0.4714	919	2	2	27	13	1	0.9075067327	A	0	0	0	10	1	0	Eukaryota	1	1	6	6	8	8	63	63	0.00273631800000	0.00273631800000	0.01517412900000	0.01517412900000	0.02114427800000	0.02114427800000	0.15796019900000	0.15796019900000
YDL104C	407	0.2152	920	1	1	783	1	0	0.5965396316	A	0	0	0	10	1	0	Cellular_Organisms	2	6	3	3	20	40	20	20	0.00515970500000	0.01498771400000	0.00761670700000	0.00761670700000	0.05036855000000	0.09950859900000	0.05036855000000	0.05036855000000
